t9CC6VBVfOBGt5R779jlF2YB5Fj4BEo7bTSPxhm464nucAgBVVXSX3gF,node0,8,7,12,1,node0,3,United States,Amazon,teku,3,10,13,2,8
D2WVKAQKdJfaQNkhztoPaWd0O7LI6vPH2na6i6oONOvaM1MzaR5TYv57,node1,10,1,19,8,node1,38,Colombia,Amazon,prysm,8,7,1,11,8
H7NSL0xy2BLsTXsS7rWHFT8lsI6vdY5xapsB6QLmPZCjylH6HUsTalGX,node2,10,10,2,108,node2,3,Germany,Amazon,lighthouse,11,5,10,14,6
klLas4UU5TArw0DIjU7GR7ru0Je8AuFaT8UcUQDkruvDbTMJNx953AP9,node3,4,6,8,6,node3,11,Sweden,netcup,lodestar,6,10,6,16,3
IRlgq2rMkt5XQySnmhmOqYgrJL9VQZ0Xm9QZs2cANv7PiMy3uLCWhiHd,node4,68,12,2,35,node4,4,United States,Hetzner,lighthouse,9,2,2,1,5
RTRPQdL2Pm3lf5IpDLonH78FsB5f53t5PJmQlvI5P544NjWx7sWqp4iw,node5,2,39,3,12,node5,7,United States,Massachusetts Institute of Technology,teku,8,5,10,1,25
oqRCzQb3WgAwel4oxWtCYy2sYa2kTDAdQ2ZCEAdQEVkLWlsUbDsnvBJA,node6,4,4,7,11,node6,13,Singapore,Comcast,lighthouse,5,6,8,10,2
ZnNycL9EdipvMG3FbJiyvB4Z8Mn5biN3sgGuL99yJ6idSKMxHgp65c7d,node7,8,9,10,12,node7,10,Germany,AT&T,prysm,6,8,4,5,4
X1bqtqz12pn9V3xMyVKxTmAA5WYGBRsA8TwO2IjBMKmShfZZFDQvv1dY,node8,-1,341,13,12,node8,4,Finland,LATTELEKOM,lighthouse,4,7,8,4,6
xf5QJygj6ak9vjjOpEOmOVEL9GaNqZyjrjoymwxb4sABcPltnMGZVcVA,node9,8,7,3,9,node9,6,Germany,OVH,prysm,5,16,10,1199,106
TJ5vBhUNmAZjokFushz5nlA1Evv8LH2Sw6rfiDqBUZUNQS6SDWMmn96w,node10,1,1,10,5,node10,67,United States,Akamai,lighthouse,3,8,2,51,7
wZeVkr8xjnNdZmq3CYlPOmXqjMtQ9JpZJ2a15GpmUP3BSzuEkMW86rIG,node11,4,5,22,6,node11,8,United States,OVH,prysm,73,6,66,169,8
MHrot8ZL5N8pCX2PJLZm4w6WHo0U3HldWqKjx5JSl0Eopn6tzH8zL7kC,node12,11,6,10,2,node12,4,Finland,Hetzner,lighthouse,3,7,8,5,1
YgTUzqDIOmc6TzqyqCyjgoAnRdNItOXOBHlMuV2AYgdg1si6omysOkAn,node13,11,6,5,4,node13,3,Canada,Comcast,lighthouse,8,2,6,13,2
bTaHew8wpqoCKKRveCcsDdg9aO9IGUgWgn4uglnlXaJ9RvXN7429UVyT,node14,2,6,13,3,node14,12,Ireland,Bredband2 AB,lighthouse,10,11,68,8,9
PmC7he938FN9Qx8xchFxlP9UM8YGf9KMbAn1O60vbawA1OaJu9Q1c8eu,node15,20,6,1,2,node15,12,Spain,Amazon,lighthouse,70,8,9,3,7
RfsBqcXF6pB9suu9222Ao16shEWarGQtKr2OiFcP0NDu5ndPsvhFmYXZ,node16,3,4,2,2,node16,19,Austria,Amazon,prysm,8,7,85,9,3837
haTb8qF7V84l9Y0mfMX9lLT93pKeoGCk30RfnLluXIlUwRyfuDs0prVe,node17,6,10,7,1,node17,65,France,WideOpenWest Finance ,prysm,6,5,8,8,5
DanG4z6MxAdDPF7Fkp2cfuM1GIdwfAYKm1NRKFphrILYTAOATHgse0OL,node18,23,9,8,71,node18,10,United States,netcup,lighthouse,9,3,6,1,1
cK46Y5XA6YMjldP8m8tCRfwHiNkySlbcwpM5EqrmdIvlNrFRWhJGiyax,node19,2,6,4,10,node19,24,Germany,Amazon,lighthouse,9,3,7,6,5
QjobsiONsDf8zTgcQA3uvuqCRqohLQUxD0FH1pl2ZeAGP6XIEvNyltrq,node20,9,1964,4,10,node20,74,Germany,HYDRO66 UK Limited,lighthouse,66,13,6,14,5
hpv438oWlhVhhN5zr1jzG54VqfjYmdLqWaL4o84oV8qfR71qkrMjj1io,node21,47,1,7,19,node21,8,France,AT&T,lighthouse,6,2,6,1,2
BCFyNEZ8KFQa26lW5sbOM3p1ur9HlviZAOs0LlztZ4NakwIGIPf6fQOw,node22,7,2080,11,9,node22,5,Germany,Frontier Communications Corporation,nimbus,6,1,91,1,4
YEu2tbKbxINGIWSQPN33EDi2TPLah1FOcF858qmB2TXdFElg4vB6TrQx,node23,9,6,2,4,node23,68,Canada,Amazon,lighthouse,70,10,8,11,2
P4N3Zev9Je5fy8GpHJErGF1u4SKetNAmaQP0ENuxRjuWyQAfb3XcKYQ7,node24,7,11,5,10,node24,10,Taiwan,Hetzner,prysm,4,8,6,3,1
YwOsGATGv3jNGbhal9J40gk2kH67dtVvhTibJcgaA8gRNRFDbUwmjXoB,node25,7,9,3,6,node25,3,Germany,NTE Bredband,lighthouse,6,10,17,4,9
HSDRuIzqChBgjrw3cYHXaQCp4gK4wZqAbLYkQVR1QvKXN4GdJQ7FvEol,node26,4,8,8,8,node26,6,Spain,Amazon,prysm,39,10,7,43,7
sH38sYkf1AnHl3DpBYgizo3M88iOuCdrB7O6kq8VO6MJxHsLb7vDJnbl,node27,70,23,12,470,node27,4,United Kingdom,Bell Canada,lighthouse,12,10,6,3,9
hSccU531t2JbSJzcq46WTlBfggCKwC52gpN5EKK5njz302mz1yYj4uxE,node28,9,152,5,6,node28,13,United States,Amazon,teku,2,2,24,7,2
Ihz1tqyNh1Xi6VkV7itZHMx8OjLM2EHRVZshniGWhzUXRXXc1VX5EgtV,node29,10,4,200,10,node29,6,Norway,Deutsche Telekom AG,teku,4,5,4,1,10
